EntityId,TripId,RouteId,StartTime,StartDate
255948649,255948649,50381,15:00:00,20230607
285468731,285468731,64156,17:59:00,20230607
285906088,285906088,14277,16:30:00,20230607
285468577,285468577,62973,14:41:00,20230607
285797961,285797961,35854,16:37:00,20230607
254164086,254164086,43978,14:48:00,20230607
285905557,285905557,14276,17:23:00,20230607
285525136,285525136,43195,06:01:00,20230608
285653111,285653111,24289,16:49:00,20230607
285468572,285468572,62973,19:41:00,20230607
280193457,280193457,35699,15:49:00,20230607
285533795,285533795,43174,19:11:00,20230607
285468406,285468406,62972,14:06:00,20230607
283317190,283317190,54430,15:05:00,20230607
265523271,265523271,53640,06:07:00,20230608
285907420,285907420,31824,17:17:00,20230607
285900574,285900574,14222,17:28:00,20230607
283262147,283262147,57139,15:42:00,20230607
273196910,273196910,54131,20:45:00,20230607
285419937,285419937,56426,22:46:00,20230607
280193805,280193805,35697,15:57:00,20230607
285419979,285419979,56426,07:48:00,20230608
255947358,255947358,53917,16:20:00,20230607
285421584,285421584,26770,20:37:00,20230607
285661716,285661716,23509,14:33:00,20230607
257708153,257708153,35912,14:39:00,20230607
282136395,282136395,57167,15:03:00,20230607
285905167,285905167,14276,17:45:00,20230607
285523428,285523428,43245,14:40:00,20230607
283314001,283314001,54414,18:07:00,20230607
273205428,273205428,54182,15:05:00,20230607
285588291,285588291,44911,05:39:00,20230608
285898799,285898799,14205,14:43:00,20230607
285561896,285561896,43200,07:19:00,20230608
285469283,285469283,64156,17:32:00,20230607
285536555,285536555,68245,06:11:00,20230608
285902475,285902475,70382,17:45:00,20230607
285537988,285537988,43233,15:20:00,20230607
280182875,280182875,35761,16:50:00,20230607
285523548,285523548,43245,07:20:00,20230608
285685101,285685101,14734,14:28:00,20230607
283801669,283801669,33943,16:14:00,20230607
285438107,285438107,34930,00:19:00,20230608
285665403,285665403,17968,16:00:00,20230607
285525255,285525255,43195,23:07:00,20230607
285525808,285525808,47758,18:02:00,20230607
285438213,285438213,34930,16:23:00,20230607
285680488,285680488,32628,16:28:00,20230607
285674014,285674014,44883,16:49:00,20230607
285892005,285892005,14174,14:41:00,20230607
285903061,285903061,14248,17:08:00,20230607
285673365,285673365,44882,16:36:00,20230607
254836217,254836217,63701,15:25:00,20230607
285525405,285525405,43238,06:50:00,20230608
285536964,285536964,43212,18:36:00,20230607
265069356,265069356,35917,16:08:00,20230607
285423706,285423706,34520,14:59:00,20230607
285555484,285555484,68261,00:06:00,20230608
283802922,283802922,37371,17:25:00,20230607
285438155,285438155,34930,07:09:00,20230608
283313678,283313678,67982,19:25:00,20230607
