"service_id","monday","tuesday","wednesday","thursday","friday","saturday","sunday","start_date","end_date"
344,0,0,0,0,0,0,0,20230422,20240420
345,0,0,0,0,0,0,0,20230422,20240420
346,0,0,0,0,0,0,0,20230422,20240420
347,0,0,0,0,0,0,0,20230422,20240420
348,1,1,1,1,1,0,0,20230422,20240420
349,0,0,0,0,1,1,0,20230422,20240420
350,0,0,0,0,0,0,0,20230422,20240420
351,0,0,0,0,0,1,0,20230422,20240420
352,1,1,1,1,1,0,0,20230422,20240420
353,0,0,0,0,0,0,0,20230422,20240420
354,0,0,0,0,0,0,0,20230422,20240420
355,0,0,0,0,0,0,1,20230422,20240420
356,1,1,1,1,1,1,0,20230422,20240420
357,0,0,0,0,0,0,0,20230422,20240420
358,1,1,1,1,1,1,1,20230422,20240420
359,1,1,1,1,1,1,1,20230422,20240420
360,0,0,0,0,0,0,0,20230422,20240420
361,1,1,1,1,1,1,1,20230422,20240420
362,0,0,0,0,1,1,0,20230422,20240420
363,1,1,1,1,1,0,0,20230422,20240420
364,1,1,1,1,1,1,1,20230422,20240420
365,0,0,0,0,0,0,0,20230422,20240420
366,0,0,0,0,0,0,0,20230422,20240420
367,0,0,0,0,0,0,0,20230422,20240420
368,0,0,0,0,0,0,0,20230422,20240420
369,0,0,0,0,0,0,0,20230422,20240420
370,0,0,0,0,0,0,0,20230422,20240420
371,0,0,0,0,0,0,0,20230422,20240420
372,0,0,0,0,0,0,0,20230422,20240420
373,0,0,0,0,0,0,0,20230422,20240420
374,0,0,0,0,0,0,0,20230422,20240420
375,0,0,0,0,0,0,0,20230422,20240420
376,0,0,0,0,0,0,0,20230422,20240420
377,0,0,0,0,0,0,0,20230422,20240420
378,0,0,0,0,0,0,0,20230422,20240420
379,0,0,0,0,0,0,0,20230422,20240420
380,0,0,0,0,0,0,0,20230422,20240420
381,0,0,0,0,0,0,0,20230422,20240420
382,0,0,0,0,0,0,0,20230422,20240420
383,0,0,0,0,0,0,0,20230422,20240420
384,0,0,0,0,0,0,0,20230422,20240420
385,0,0,0,0,0,0,0,20230422,20240420
386,0,0,0,0,0,0,0,20230422,20240420
387,0,0,0,0,0,0,0,20230422,20240420
388,1,1,1,1,1,1,0,20230422,20240420
389,1,1,1,1,1,1,1,20230422,20240420
390,0,0,0,0,0,0,0,20230422,20240420
391,1,1,1,1,1,0,1,20230422,20240420
392,0,0,0,0,0,1,0,20230422,20240420
393,0,0,0,0,0,1,1,20230422,20240420
394,1,1,1,1,1,1,1,20230422,20240420
395,1,1,1,1,1,1,1,20230422,20240420
396,1,1,1,1,1,0,0,20230422,20240420
397,0,0,0,0,0,1,1,20230422,20240420
398,1,1,1,1,0,0,1,20230422,20240420
399,0,0,0,0,1,1,0,20230422,20240420
400,1,1,1,1,0,0,1,20230422,20240420
401,0,0,0,0,1,1,0,20230422,20240420
402,0,0,0,0,0,1,0,20230422,20240420
403,1,1,1,1,1,0,0,20230422,20240420
404,0,0,0,0,0,0,1,20230422,20240420
405,0,0,0,0,0,0,1,20230422,20240420
406,1,1,1,1,1,1,0,20230422,20240420
407,1,1,1,1,1,1,0,20230422,20240420
408,0,0,0,0,0,0,0,20230422,20240420
409,1,1,1,1,1,1,1,20230422,20240420
410,0,0,0,0,1,1,1,20230422,20240420
411,0,0,0,0,1,1,0,20230422,20240420
412,1,1,1,1,1,1,1,20230422,20240420
413,0,0,0,0,0,0,0,20230422,20240420
414,1,1,1,1,1,1,1,20230422,20240420
415,0,0,0,0,0,0,0,20230422,20240420
416,1,1,1,1,0,0,0,20230422,20240420
417,0,0,0,0,0,0,1,20230422,20240420
418,0,0,0,0,0,0,0,20230422,20240420
419,1,1,1,1,1,1,1,20230422,20240420
420,1,1,1,1,1,1,1,20230422,20240420
421,0,0,0,0,1,1,0,20230422,20240420
422,0,0,0,0,0,0,0,20230422,20240420
423,1,1,1,1,1,1,1,20230422,20240420
424,0,0,0,0,0,0,0,20230422,20240420
425,1,1,1,1,1,1,0,20230422,20240420
426,0,0,0,0,0,0,0,20230422,20240420
427,1,1,1,1,1,0,0,20230422,20240420
428,0,0,0,0,0,0,0,20230422,20240420
429,0,0,0,0,1,1,0,20230422,20240420
430,0,0,0,0,0,0,0,20230422,20240420
431,0,0,0,0,0,0,0,20230422,20240420
432,1,1,1,1,1,1,1,20230422,20240420
433,1,1,1,1,1,1,1,20230422,20240420
434,1,1,1,1,1,1,1,20230422,20240420
435,0,0,0,0,0,1,0,20230422,20240420
436,1,1,1,1,1,0,1,20230422,20240420
437,0,0,0,0,1,0,0,20230422,20240420
438,0,0,0,0,0,1,0,20230422,20240420
439,0,0,0,0,0,1,1,20230422,20240420
440,0,0,0,0,0,0,0,20230422,20240420
441,1,1,1,1,1,0,0,20230422,20240420
442,1,1,1,1,1,0,1,20230422,20240420
443,1,1,1,1,1,0,0,20230422,20240420
444,0,0,0,0,0,0,0,20230422,20240420
445,1,1,1,1,1,1,0,20230422,20240420
446,1,1,1,1,1,0,0,20230422,20240420
447,0,0,0,0,0,0,0,20230422,20240420
448,0,0,0,0,1,1,0,20230422,20240420
449,0,0,0,0,0,0,0,20230422,20240420
450,0,0,0,0,0,0,0,20230422,20240420
451,1,1,1,1,1,1,0,20230422,20240420
452,0,0,0,0,0,1,0,20230422,20240420
453,0,1,0,0,1,0,0,20230422,20240420
454,0,0,0,0,0,0,0,20230422,20240420
455,0,1,1,0,1,1,0,20230422,20240420
456,1,1,1,1,1,1,1,20230422,20240420
457,0,0,0,0,0,0,0,20230422,20240420
458,0,0,0,0,1,1,0,20230422,20240420
459,0,0,0,0,0,0,0,20230422,20240420
460,0,0,0,0,0,0,0,20230422,20240420
461,0,0,0,0,1,0,0,20230422,20240420
462,0,0,0,0,0,0,0,20230422,20240420
463,0,1,1,0,1,0,0,20230422,20240420
464,0,1,1,0,1,1,0,20230422,20240420
465,0,0,0,0,0,0,0,20230422,20240420
466,0,1,0,0,1,1,0,20230422,20240420
467,0,0,0,0,0,0,0,20230422,20240420
468,0,0,0,0,0,0,0,20230422,20240420
469,1,1,0,1,1,1,1,20230422,20240420
470,0,0,0,0,0,0,0,20230422,20240420
471,0,0,0,0,1,0,0,20230422,20240420
472,0,0,0,0,0,1,0,20230422,20240420
473,0,0,0,0,0,0,0,20230422,20240420
474,0,0,0,0,0,0,0,20230422,20240420
475,0,0,0,0,1,1,0,20230422,20240420
476,0,0,0,0,0,1,0,20230422,20240420
477,1,1,1,1,1,0,0,20230422,20240420
478,0,0,0,0,0,0,1,20230422,20240420
479,1,1,1,1,1,1,0,20230422,20240420
480,0,0,0,0,0,0,0,20230422,20240420
481,1,1,1,1,1,1,1,20230422,20240420
482,0,0,0,0,0,0,0,20230422,20240420
483,1,1,1,1,1,1,1,20230422,20240420
484,0,0,0,0,0,0,0,20230422,20240420
485,1,1,1,1,1,1,1,20230422,20240420
486,0,0,0,0,0,0,0,20230422,20240420
487,0,0,0,0,1,1,0,20230422,20240420
488,0,0,0,0,0,0,0,20230422,20240420
489,0,0,0,0,0,0,0,20230422,20240420
490,0,0,0,0,0,0,0,20230422,20240420
491,0,0,0,0,0,0,0,20230422,20240420
492,0,0,0,0,0,0,0,20230422,20240420
493,0,0,0,0,0,0,0,20230422,20240420
494,0,0,0,0,0,0,0,20230422,20240420
495,0,0,0,0,0,0,0,20230422,20240420
496,0,0,0,0,0,0,0,20230422,20240420
497,0,0,0,0,0,0,0,20230422,20240420
498,0,0,0,0,0,0,0,20230422,20240420
499,0,0,0,0,0,0,0,20230422,20240420
500,0,0,0,0,0,0,0,20230422,20240420
501,0,0,0,0,0,1,0,20230422,20240420
502,0,0,0,0,0,0,0,20230422,20240420
503,0,0,0,0,0,0,1,20230422,20240420
504,0,0,0,0,0,0,0,20230422,20240420
505,0,0,0,0,0,0,0,20230422,20240420
506,0,0,0,0,0,0,0,20230422,20240420
507,0,0,0,0,0,0,0,20230422,20240420
508,0,0,0,0,0,0,0,20230422,20240420
509,0,0,0,0,0,0,0,20230422,20240420
510,0,0,0,0,0,0,0,20230422,20240420
511,0,0,0,0,0,0,0,20230422,20240420
512,0,0,0,0,0,0,0,20230422,20240420
513,0,0,0,0,0,0,0,20230422,20240420
514,0,0,0,0,0,0,0,20230422,20240420
515,0,0,0,0,0,0,0,20230422,20240420
516,0,0,0,0,0,0,0,20230422,20240420
517,0,0,0,0,0,0,0,20230422,20240420
518,0,0,0,0,0,0,0,20230422,20240420
519,0,0,0,0,0,0,0,20230422,20240420
520,0,0,0,0,0,0,0,20230422,20240420
521,0,0,0,0,0,0,0,20230422,20240420
522,0,0,0,0,0,0,0,20230422,20240420
523,0,0,0,0,0,0,0,20230422,20240420
524,0,1,0,1,0,0,0,20230422,20240420
525,0,0,0,0,1,1,0,20230422,20240420
526,0,0,0,0,0,0,0,20230422,20240420
527,0,0,0,0,0,0,0,20230422,20240420
528,1,1,1,1,0,0,0,20230422,20240420
529,1,1,1,1,1,0,0,20230422,20240420
530,1,1,1,1,0,0,0,20230422,20240420
531,0,1,1,1,1,0,0,20230422,20240420
532,0,1,1,1,1,0,0,20230422,20240420
533,0,0,0,0,0,0,1,20230422,20240420
534,0,0,0,0,0,0,0,20230422,20240420
535,0,0,0,0,0,0,0,20230422,20240420
536,0,0,0,0,0,0,0,20230422,20240420
537,0,0,0,0,0,0,0,20230422,20240420
538,0,1,0,1,0,0,0,20230422,20240420
539,1,1,1,1,0,0,1,20230422,20240420
540,0,0,0,0,0,0,0,20230422,20240420
541,0,0,0,0,0,0,0,20230422,20240420
542,0,0,0,0,1,1,0,20230422,20240420
543,1,1,1,1,1,0,0,20230422,20240420
544,0,0,0,0,0,0,0,20230422,20240420
545,0,1,1,1,1,0,0,20230422,20240420
546,0,0,0,0,0,0,0,20230422,20240420
547,0,0,0,0,0,0,0,20230422,20240420
548,0,0,0,0,0,0,0,20230422,20240420
549,0,0,0,0,0,0,0,20230422,20240420
550,0,0,0,0,0,0,0,20230422,20240420
551,0,0,0,0,0,0,0,20230422,20240420
552,0,0,0,0,0,0,0,20230422,20240420
553,0,0,0,0,0,0,0,20230422,20240420
554,0,0,0,0,0,0,0,20230422,20240420
555,0,0,0,0,0,0,0,20230422,20240420
556,0,0,0,0,0,0,0,20230422,20240420
557,0,0,0,0,0,0,0,20230422,20240420
558,0,0,0,0,0,0,0,20230422,20240420
559,0,0,0,0,0,0,0,20230422,20240420
560,0,0,0,0,0,0,0,20230422,20240420
561,0,0,0,0,0,0,0,20230422,20240420
562,0,0,0,0,0,0,0,20230422,20240420
563,0,0,0,0,0,0,0,20230422,20240420
564,0,0,0,0,0,0,0,20230422,20240420
565,0,0,0,0,0,0,0,20230422,20240420
566,0,0,0,0,0,0,0,20230422,20240420
567,0,0,0,0,0,0,0,20230422,20240420
568,0,0,0,0,0,0,0,20230422,20240420
569,0,0,0,0,0,0,0,20230422,20240420
570,0,0,0,0,0,0,0,20230422,20240420
571,0,0,0,0,0,0,0,20230422,20240420
572,0,0,0,0,0,0,0,20230422,20240420
573,0,0,0,0,0,1,0,20230422,20240420
574,1,1,1,1,1,0,0,20230422,20240420
575,0,0,0,0,0,1,0,20230422,20240420
576,0,0,0,0,0,1,1,20230422,20240420
